imdb_id,question
tt5804038,What is the main subject of the documentary 'I Am Not Your Negro'?
tt5804038,Who directed the film and who is one of the notable voices in it?
tt5804038,What was the original project that James Baldwin intended to complete before his death?
tt5804038,In which year was 'I Am Not Your Negro' released?
tt5804038,How long is the runtime of the movie?
tt4925292,What is the plot of the movie 'Lady Bird'?
tt4925292,Who directed the film 'Lady Bird' and who wrote it?
tt4925292,Can you tell me about the main character's journey in 'Lady Bird'?
tt4925292,What genres does 'Lady Bird' belong to?
tt4925292,How long is the runtime of 'Lady Bird'?
tt4383288,What is the main theme of the movie Polina?
tt4383288,Who directed the film Polina and who is the main actress?
tt4383288,What type of dance does Polina study at the beginning of the movie?
tt4383288,Can you provide the runtime of the movie Polina?
tt4383288,What is the IMDb rating for Polina?
tt2922590,What is the main theme of the movie Blood of My Blood?
tt2922590,Who directed the film Blood of My Blood and who wrote it?
tt2922590,Can you tell me about the two primary storylines in Blood of My Blood?
tt2922590,What is the runtime of Blood of My Blood and what genres does it belong to?
tt2922590,"Is there a trailer available for Blood of My Blood, and if so, where can I find it?"
tt6213284,What is the main plot of the movie 'I Am Not a Witch'?
tt6213284,Who directed the film 'I Am Not a Witch'?
tt6213284,What year was 'I Am Not a Witch' released?
tt6213284,How long is the runtime of the movie 'I Am Not a Witch'?
tt6213284,Can you provide a link to the trailer for 'I Am Not a Witch'?
tt4532818,What is the historical context of the film 'Sophie and the Rising Sun'?
tt4532818,Who directed and wrote 'Sophie and the Rising Sun'?
tt4532818,Can you summarize the relationship between Sophie and Mr. Ohta in the movie?
tt4532818,What themes related to race and war are explored in 'Sophie and the Rising Sun'?
tt4532818,"What is the runtime of 'Sophie and the Rising Sun', and when was it released?"
tt0974015,Who directed the movie Justice League?
tt0974015,What year was Justice League released?
tt0974015,Can you give me a brief summary of Justice League?
tt0974015,What are the main genres of Justice League?
tt0974015,What is the runtime of Justice League?
tt5258306,What event did David Byrne stage in the summer of 2015?
tt5258306,Who are some of the performers featured in Contemporary Color?
tt5258306,What is the runtime of the movie Contemporary Color?
tt5258306,What is the main theme of the documentary?
tt5258306,Who directed Contemporary Color?
tt4400994,What is the main plot of The Ballad of Lefty Brown?
tt4400994,Who directed and wrote The Ballad of Lefty Brown?
tt4400994,What notable themes are explored in the film?
tt4400994,Can you provide a brief summary of the character Lefty Brown's journey?
tt4400994,What is the runtime of The Ballad of Lefty Brown?
tt1845804,What tragic event leads Joey to search for a solution in In the Family?
tt1845804,Who is named as Chip's guardian after Cody's death in the movie?
tt1845804,How does Joey's relationship with Chip change after Cody's passing?
tt1845804,What does Joey rely on to find a path to peace after losing Cody?
tt1845804,What is the runtime of the movie In the Family?
tt5084170,Who is the director of Blade of the Immortal?
tt5084170,What year was Blade of the Immortal released?
tt5084170,What motivates Manji to help Rin avenge her parents?
tt5084170,How long is the runtime of Blade of the Immortal?
tt5084170,What genres does Blade of the Immortal belong to?
tt7167630,What is the main plot of Batman: Gotham by Gaslight?
tt7167630,Who is the director of the movie and what is the runtime?
tt7167630,Which infamous historical figure does Batman face in this film?
tt7167630,What genres does Batman: Gotham by Gaslight belong to?
tt7167630,Can you provide the IMDb ID for Batman: Gotham by Gaslight?
tt4555426,What is the main historical context in which the movie Darkest Hour is set?
tt4555426,Who directed the movie Darkest Hour and who played the lead role?
tt4555426,What critical decision does Winston Churchill face in Darkest Hour?
tt4555426,How long is the runtime of the film Darkest Hour?
tt4555426,What year was Darkest Hour released?
tt5126922,What is the primary focus of the movie The Pirates of Somalia?
tt5126922,Who directed the movie The Pirates of Somalia and who wrote it?
tt5126922,Can you tell me about the main character in The Pirates of Somalia?
tt5126922,"What year was The Pirates of Somalia released, and how long is the movie?"
tt5126922,What is the IMDb rating for The Pirates of Somalia?
tt5022626,What is the main theme explored in the documentary 'In Search of Balance'?
tt5022626,Who directed the film 'In Search of Balance' released in 2016?
tt5022626,Can you give a brief summary of the film's exploration regarding humans and nature?
tt5022626,What is the runtime of 'In Search of Balance' and what genre does it belong to?
tt5022626,Where can I find the trailer for 'In Search of Balance' online?
tt3810760,What is the main theme explored in the movie Minimalism: A Documentary About the Important Things?
tt3810760,"Who directed the documentary Minimalism, and what year was it released?"
tt3810760,Can you list some of the different types of individuals featured in the film who practice minimalism?
tt3810760,What is the runtime of the documentary Minimalism: A Documentary About the Important Things?
tt3810760,"Is there a trailer available for the movie, and if so, what is the YouTube link?"
tt5226984,What is the main theme of the movie 'Tom of Finland'?
tt5226984,Who directed the film 'Tom of Finland' and who wrote it?
tt5226984,How long is the runtime of the movie 'Tom of Finland'?
tt5226984,In which year was 'Tom of Finland' released?
tt5226984,What type of artistic work is Touko Laaksonen known for in 'Tom of Finland'?
tt6304046,What challenges does Thelma face as she leaves her home for university in Oslo?
tt6304046,What is the nature of Thelma's relationship with her friend Anja?
tt6304046,How do Thelma's repressed emotions manifest throughout the film?
tt6304046,What themes are explored in Thelma's struggle with her identity?
tt6304046,Who directed the movie Thelma and what year was it released?
tt2291540,What is the main theme of the movie My Friend Dahmer?
tt2291540,Who directed the film My Friend Dahmer?
tt2291540,Can you tell me about the runtime of the movie My Friend Dahmer?
tt2291540,What genres does My Friend Dahmer belong to?
tt2291540,Who are the main cast members in My Friend Dahmer?
tt5783956,What is the main premise of the movie 'When We First Met'?
tt5783956,Who directed the film 'When We First Met'?
tt5783956,Can you provide the names of the main cast members in this movie?
tt5783956,What genre does 'When We First Met' belong to?
tt5783956,How long is the runtime of 'When We First Met'?
tt4351548,What is the main theme of the movie Bomb City?
tt4351548,Who directed and wrote Bomb City?
tt4351548,Can you summarize the plot of Bomb City?
tt4351548,What is the runtime of Bomb City?
tt4351548,Is Bomb City based on a true story?
tt5638642,What is the main premise of The Ritual?
tt5638642,Who directed the movie The Ritual?
tt5638642,In what year was The Ritual released?
tt5638642,What genre does The Ritual belong to?
tt5638642,Can you provide the IMDb ID for The Ritual?
tt6237612,What is the main plot of the movie Accident Man?
tt6237612,Who directed the film and who are the main writers?
tt6237612,"Can you provide details about the main character, Mike Fallon?"
tt6237612,What is the runtime of Accident Man and what genres does it belong to?
tt6237612,"Is there a trailer available for Accident Man, and if so, where can I find it?"
tt2380307,What is the main premise of the movie Coco?
tt2380307,Who directed the movie Coco?
tt2380307,What year was Coco released?
tt2380307,Can you summarize the journey Miguel takes in the Land of the Dead?
tt2380307,What are the main genres associated with Coco?
tt3402236,Who directed the movie 'Murder on the Orient Express'?
tt3402236,What is the main plot of 'Murder on the Orient Express'?
tt3402236,Which year was 'Murder on the Orient Express' released?
tt3402236,Can you tell me the runtime for 'Murder on the Orient Express'?
tt3402236,What genres does 'Murder on the Orient Express' fall under?
tt7689226,What is the central plot of the movie Doctor Who: Shada?
tt7689226,"Who is the main antagonist in Doctor Who: Shada, and what does he want to achieve?"
tt7689226,Which notable characters are featured in the cast of Doctor Who: Shada?
tt7689226,What year was Doctor Who: Shada released?
tt7689226,Who directed the movie Doctor Who: Shada?
tt1491616,What is the title of the movie and what year was it released?
tt1491616,Who directed The Everlasting Flame?
tt1491616,What is the main theme of The Everlasting Flame?
tt1491616,Can you provide the runtime of the movie?
tt1491616,What genres does The Everlasting Flame belong to?
tt5657846,What is the main plot of Daddy's Home 2?
tt5657846,Who directed the movie Daddy's Home 2?
tt5657846,What is the runtime of Daddy's Home 2?
tt5657846,Can you tell me the main actors in Daddy's Home 2?
tt5657846,What year was Daddy's Home 2 released?
tt5649144,What is the main setting of The Florida Project and how does it relate to the characters' lives?
tt5649144,How does Halley's attitude affect her relationship with Moonee and their day-to-day life in the motel?
tt5649144,"What role does Bobby, the motel manager, play in the lives of Halley and Moonee?"
tt5649144,Can you describe the relationship between Moonee and her friends as depicted in the film?
tt5649144,Who directed The Florida Project and what notable cast members are featured in it?
tt3829920,What is the main storyline of the movie 'Only the Brave'?
tt3829920,Who directed the film 'Only the Brave' and what is it based on?
tt3829920,Can you tell me about the character Brendan McDonough in 'Only the Brave'?
tt3829920,What significant event challenges the team in 'Only the Brave'?
tt3829920,"What year was 'Only the Brave' released, and how long is its runtime?"
tt5635086,What is the main character's name in God's Own Country?
tt5635086,Who directed the film God's Own Country?
tt5635086,In what year was God's Own Country released?
tt5635086,What ignites the intense relationship in the movie?
tt5635086,How long is the runtime of God's Own Country?
tt2543472,What is the main plot of the movie Wonder?
tt2543472,"Who is the protagonist in Wonder, and what challenges does he face?"
tt2543472,What year was the movie Wonder released?
tt2543472,Who directed and wrote the film Wonder?
tt2543472,What are the genres associated with Wonder?
tt1869347,What is the premise of the movie Crooked House?
tt1869347,Who directed the film Crooked House and who wrote the screenplay?
tt1869347,Can you provide a brief summary of the main character's background in Crooked House?
tt1869347,What is the runtime of the movie and what genres does it belong to?
tt1869347,Who are the lead actors in Crooked House?
tt6000478,"Who stars as the main character, Roman J. Israel, in the movie?"
tt6000478,"What is the central theme of 'Roman J. Israel, Esq.'?"
tt6000478,"In what year was 'Roman J. Israel, Esq.' released?"
tt6000478,"Who directed the film 'Roman J. Israel, Esq.'?"
tt6000478,"What is the runtime of the movie 'Roman J. Israel, Esq.'?"
tt5723286,What is the main plot of Wheelman and how does it involve betrayal?
tt5723286,In what year was the movie Wheelman released?
tt5723286,Who directed the film Wheelman and who are the main cast members?
tt5723286,What is the runtime of Wheelman and what genres does it fall under?
tt5723286,Can you share a brief summary of Wheelman and its key themes?
tt7588790,What is the main subject of the documentary 'Voyeur'?
tt7588790,Who directed the film 'Voyeur' and who is a notable writer associated with it?
tt7588790,"In which year was 'Voyeur' released, and how long is its runtime?"
tt7588790,Can you provide the IMDb ID for 'Voyeur' and its rating on the platform?
tt7588790,"Is there a trailer available for 'Voyeur', and if so, where can I find it?"
tt3567200,What is the main event that 'The Great Invisible' focuses on?
tt3567200,Who directed the documentary 'The Great Invisible'?
tt3567200,How does the film depict the effects of the Deepwater Horizon oil rig explosion?
tt3567200,What is the runtime of 'The Great Invisible'?
tt3567200,Can you provide the IMDb ID for 'The Great Invisible'?
tt5709762,What year was 'Naledi: A Baby Elephant's Tale' released?
tt5709762,Who directed the movie 'Naledi: A Baby Elephant's Tale'?
tt5709762,What is the runtime of 'Naledi: A Baby Elephant's Tale'?
tt5709762,Can you provide a summary of 'Naledi: A Baby Elephant's Tale'?
tt5709762,What is the IMDb ID for 'Naledi: A Baby Elephant's Tale'?
tt5536736,What is the main event that brings the estranged family together in The Meyerowitz Stories?
tt5536736,Who directed the movie The Meyerowitz Stories?
tt5536736,Can you tell me about the main cast members of The Meyerowitz Stories?
tt5536736,What year was The Meyerowitz Stories released?
tt5536736,How long is the runtime of The Meyerowitz Stories?
tt5034266,What is the main storyline of 'Our Souls at Night'?
tt5034266,Who are the lead actors in the movie and what roles do they play?
tt5034266,Which year was 'Our Souls at Night' released?
tt5034266,What genres does the movie 'Our Souls at Night' belong to?
tt5034266,Who directed 'Our Souls at Night' and who wrote its screenplay?
tt7320560,What time period does the documentary 'Cuba and the Cameraman' cover?
tt7320560,Who directed the movie 'Cuba and the Cameraman'?
tt7320560,What is the IMDB rating for 'Cuba and the Cameraman'?
tt7320560,Can you provide a brief summary of the documentary 'Cuba and the Cameraman'?
tt7320560,What is the runtime of the documentary 'Cuba and the Cameraman'?
tt1698654,What is the main focus of the documentary 'Catching the Sun'?
tt1698654,In what year was 'Catching the Sun' released?
tt1698654,Who directed and wrote 'Catching the Sun'?
tt1698654,What themes does 'Catching the Sun' explore regarding clean energy?
tt1698654,Can you provide a summary of the characters involved in 'Catching the Sun'?
tt5203824,What is the main focus of the documentary A Plastic Ocean?
tt5203824,Who directed the documentary A Plastic Ocean?
tt5203824,Can you tell me about the journey undertaken in A Plastic Ocean?
tt5203824,What are some of the key figures featured in A Plastic Ocean?
tt5203824,How long is the runtime of A Plastic Ocean?
tt6214928,What is the main plot of the movie '1922'?
tt6214928,Who directed the film '1922' and who is the original writer?
tt6214928,Can you describe the supernatural elements present in '1922'?
tt6214928,What genre does the movie '1922' fall under?
tt6214928,How long is the runtime of the film '1922'?
tt5519340,What is the main premise of the movie 'Bright' and what unique world does it take place in?
tt5519340,Who are the main characters in 'Bright' and what is their relationship?
tt5519340,What are the major themes or conflicts faced by the characters in 'Bright'?
tt5519340,How does the presence of fantasy creatures influence the storyline and dynamics in 'Bright'?
tt5519340,Who directed 'Bright' and who are some of the key cast members involved in the film?
tt3501632,What is the main conflict Thor faces in Thor: Ragnarok?
tt3501632,Who is the primary villain that Thor must confront in the movie?
tt3501632,What is the runtime of Thor: Ragnarok?
tt3501632,Who directed Thor: Ragnarok?
tt3501632,What genres does Thor: Ragnarok belong to?
tt1825918,What is the main plot of Phineas and Ferb the Movie: Across the 2nd Dimension?
tt1825918,Who directed Phineas and Ferb the Movie: Across the 2nd Dimension?
tt1825918,Can you summarize the movie's premise in a few words?
tt1825918,What are the genres associated with this movie?
tt1825918,Who are the main cast members of Phineas and Ferb the Movie: Across the 2nd Dimension?
tt2582498,Who directed the movie Sweet Virginia?
tt2582498,What is the main plot of Sweet Virginia?
tt2582498,Which actors star in Sweet Virginia?
tt2582498,What is the runtime of the movie Sweet Virginia?
tt2582498,In what year was Sweet Virginia released?
tt4778988,What political challenges does LBJ face after becoming president?
tt4778988,Who directed the movie LBJ and what is its release year?
tt4778988,Can you provide a brief summary of LBJ's journey in the film?
tt4778988,What key historic act does Johnson seek to pass in the movie?
tt4778988,Who are the main actors featured in the cast of LBJ?
tt4955566,What is the main plot of the movie Almost Friends?
tt4955566,Who directed the film Almost Friends?
tt4955566,Can you tell me about the lead character in Almost Friends?
tt4955566,What is the release year of Almost Friends?
tt4955566,What are the genres associated with Almost Friends?
tt5727282,What is the main theme of the movie Borg vs McEnroe?
tt5727282,Who directed the film Borg vs McEnroe?
tt5727282,Can you tell me the runtime for Borg vs McEnroe?
tt5727282,Which actors play the lead roles in Borg vs McEnroe?
tt5727282,What is the IMDb rating for Borg vs McEnroe?
tt3229488,What is the main premise of the movie Boone: The Bounty Hunter?
tt3229488,Who directed the film Boone: The Bounty Hunter?
tt3229488,What is the runtime of Boone: The Bounty Hunter?
tt3229488,What genre does Boone: The Bounty Hunter fall under?
tt3229488,What is the IMDb rating for Boone: The Bounty Hunter?
tt6018306,What is the main premise of the movie Last Flag Flying?
tt6018306,Who are the three main characters reuniting in the film?
tt6018306,In which year does the story of Last Flag Flying take place?
tt6018306,What is the relationship between Larry 'Doc' Shepherd and the young Marine?
tt6018306,Who directed the movie Last Flag Flying?
tt5715874,What is the central premise of The Killing of a Sacred Deer?
tt5715874,How does Martin's relationship with Dr. Steven Murphy develop throughout the film?
tt5715874,What themes are explored in the movie regarding sacrifice and sin?
tt5715874,Can you provide details about the director and writer of this film?
tt5715874,What genres does The Killing of a Sacred Deer fall under?
tt7241484,"What is the historical significance of The Games of the V Olympiad Stockholm, 1912?"
tt7241484,How was the film restored and what process was used for the digital scanning?
tt7241484,"Who directed The Games of the V Olympiad Stockholm, 1912, and what role did they play in its creation?"
tt7241484,What additional features does the Criterion Blu-Ray edition include to enhance the viewing experience?
tt7241484,"What is the runtime of The Games of the V Olympiad Stockholm, 1912 and what genre does it belong to?"
tt5722234,What is the main theme of the movie 'Chasing Great'?
tt5722234,Who directed the documentary about Richie McCaw's career?
tt5722234,What is the runtime of 'Chasing Great'?
tt5722234,In what year was 'Chasing Great' released?
tt5722234,Can you provide a link to the trailer for 'Chasing Great'?
tt2776878,What is the central theme explored in the movie Thank You for Your Service?
tt2776878,"Who are the main actors featured in the film, and what roles do they play?"
tt2776878,Can you provide details about the director and the significance of his previous work?
tt2776878,What is the runtime of Thank You for Your Service?
tt2776878,"What genres does the movie belong to, and how does it reflect upon war and soldiers' experiences?"
tt6133130,What is the main focus of the film 'Professor Marston and the Wonder Women'?
tt6133130,Who directed 'Professor Marston and the Wonder Women'?
tt6133130,In what year did 'Professor Marston and the Wonder Women' come out?
tt6133130,What were the professional backgrounds of William Marston's partners in the movie?
tt6133130,How did Marston's relationships influence the creation of Wonder Woman?
tt1653665,What is the relationship between A.A. Milne and Christopher Robin in the film Goodbye Christopher Robin?
tt1653665,Who directed the movie Goodbye Christopher Robin?
tt1653665,Which actors play major roles in Goodbye Christopher Robin?
tt1653665,What themes are explored in Goodbye Christopher Robin related to family and success?
tt1653665,Can you provide a brief summary of the movie Goodbye Christopher Robin?
tt7479144,What year was the documentary 'Kenny' released?
tt7479144,Who directed the movie 'Kenny'?
tt7479144,What is the runtime of the film 'Kenny'?
tt7479144,Can you provide a short summary of 'Kenny'?
tt7479144,What are the main genres of the movie 'Kenny'?
tt3262342,What year was the movie Loving Vincent released?
tt3262342,Who directed the film Loving Vincent?
tt3262342,Can you give me a brief summary of the plot of Loving Vincent?
tt3262342,Which actor voiced the character of Armand in Loving Vincent?
tt3262342,What genres does the movie Loving Vincent fall under?
tt5308322,What is the main plot of the movie 'Happy Death Day'?
tt5308322,Who directed the film 'Happy Death Day'?
tt5308322,How long is the runtime of 'Happy Death Day'?
tt5308322,Can you provide the IMDB ID for 'Happy Death Day'?
tt5308322,What genres does 'Happy Death Day' belong to?
tt1856101,What is the main premise of Blade Runner 2049?
tt1856101,Who plays the role of LAPD Officer K in the film?
tt1856101,In which year was Blade Runner 2049 released?
tt1856101,How long is the runtime of Blade Runner 2049?
tt1856101,Who directed Blade Runner 2049?
tt4131800,What is the main plot of My Little Pony: The Movie?
tt4131800,Who are the main characters in this movie?
tt4131800,What is the runtime of My Little Pony: The Movie?
tt4131800,Who directed My Little Pony: The Movie?
tt4131800,What genres does My Little Pony: The Movie belong to?
tt1615160,What is the main plot of The Foreigner?
tt1615160,Who directed the film The Foreigner?
tt1615160,Which actor plays the humble businessman Quan?
tt1615160,What year was The Foreigner released?
tt1615160,Can you provide a summary of the movie's genre?
tt5301662,What historical figure is the movie 'Marshall' based on and what significant role did he play in American history?
tt5301662,What is the primary legal challenge faced by Thurgood Marshall in the film and where does it take place?
tt5301662,Who is selected to act as lead counsel for the trial when Thurgood Marshall is not permitted to speak?
tt5301662,What are some of the key themes explored in the movie 'Marshall'?
tt5301662,"Can you provide details about the cast of 'Marshall', specifically who plays Thurgood Marshall and who directed the film?"
tt4986134,Who directed the movie Rebel in the Rye?
tt4986134,What is the main theme of the film Rebel in the Rye?
tt4986134,Which novel is central to J.D. Salinger's life as depicted in the movie?
tt4986134,What is the runtime of Rebel in the Rye?
tt4986134,Can you provide the rating for the film Rebel in the Rye?
tt5657856,What is the main premise of the movie Brawl in Cell Block 99?
tt5657856,Who directed the film Brawl in Cell Block 99?
tt5657856,What year was Brawl in Cell Block 99 released?
tt5657856,Can you provide the runtime of Brawl in Cell Block 99?
tt5657856,What genres does Brawl in Cell Block 99 belong to?
tt4287434,Who directed the documentary 'Chasing Trane: The John Coltrane Documentary'?
tt4287434,What year was 'Chasing Trane: The John Coltrane Documentary' released?
tt4287434,Can you provide a brief summary of 'Chasing Trane'?
tt4287434,Which notable cast members appear in 'Chasing Trane'?
tt4287434,What is the runtime of the documentary 'Chasing Trane' and what genres does it belong to?
tt5175450,What is the main focus of the movie Mark Felt: The Man Who Brought Down the White House?
tt5175450,Who directed the film and what year was it released?
tt5175450,Can you provide a brief summary of the plot of this movie?
tt5175450,What are the primary genres that classify this movie?
tt5175450,Who are the main actors featured in Mark Felt: The Man Who Brought Down the White House?
tt4622512,What was the significance of the 1973 tennis match in the movie 'Battle of the Sexes'?
tt4622512,Who directed the film 'Battle of the Sexes' and who are the main cast members?
tt4622512,How did Billie Jean King cope with her personal struggles during the events portrayed in the movie?
tt4622512,What impact did the match have on society as depicted in 'Battle of the Sexes'?
tt4622512,Can you provide the runtime and IMDB rating of 'Battle of the Sexes'?
tt4348012,What year was the movie Mayhem released?
tt4348012,Who directed the film Mayhem?
tt4348012,Can you provide a brief summary of the plot of Mayhem?
tt4348012,What is the runtime of the movie Mayhem?
tt4348012,Who are the main cast members in Mayhem?
tt5884230,What is the main plot of the movie Brad's Status?
tt5884230,Who directed the film Brad's Status?
tt5884230,In which year was Brad's Status released?
tt5884230,What genres does the movie Brad's Status fall under?
tt5884230,Can you provide the IMDb ID for Brad's Status?
tt5716464,What is the main premise of the movie Breathe?
tt5716464,Who directed the film Breathe and what is significant about his role?
tt5716464,Can you provide a brief overview of the main characters in Breathe?
tt5716464,What inspired Robin and Diana to leave the hospital and pursue a life together?
tt5716464,What are the genres associated with the movie Breathe?
tt6333056,What is the main focus of the documentary 'City of Ghosts'?
tt6333056,Who directed the film and what is the runtime?
tt6333056,Can you summarize the story of the activists featured in 'City of Ghosts'?
tt6333056,What are the primary genres of the movie 'City of Ghosts'?
tt6333056,What is the IMDb rating for this documentary?
tt1396484,What is the main plot of the movie 'It' released in 2017?
tt1396484,Who directed the movie 'It' and who are the main writers?
tt1396484,Can you provide a brief summary of the movie's setting and its evil antagonist?
tt1396484,What are the genres that classify the movie 'It'?
tt1396484,How long is the runtime of the movie 'It' and what is its IMDB rating?
tt2226597,What is the main premise of The Mountain Between Us?
tt2226597,Who are the lead actors in The Mountain Between Us?
tt2226597,Who directed the movie The Mountain Between Us?
tt2226597,What genres does The Mountain Between Us belong to?
tt2226597,What is the runtime of The Mountain Between Us?
tt5966990,What is the main theme explored in the documentary California Typewriter?
tt5966990,Who are some of the notable individuals featured in California Typewriter?
tt5966990,Who directed the film California Typewriter and who wrote it?
tt5966990,Can you give me a brief summary of California Typewriter's plot?
tt5966990,What is the runtime and rating of the movie California Typewriter?
tt3014284,What is the main plot of The Lego Ninjago Movie?
tt3014284,Who are the main characters in The Lego Ninjago Movie?
tt3014284,What are the genres that The Lego Ninjago Movie belongs to?
tt3014284,How long is the runtime of The Lego Ninjago Movie?
tt3014284,Who directed The Lego Ninjago Movie?
tt3881784,What is the primary storyline of the movie Stronger?
tt3881784,Who directed the film Stronger and who wrote the screenplay?
tt3881784,Can you tell me about the lead actor in Stronger and his role?
tt3881784,What year was Stronger released and how long does it run?
tt3881784,What are the genres that Stronger falls under?
tt5816682,What is the main plot of 'Victoria & Abdul'?
tt5816682,Who directed the movie 'Victoria & Abdul'?
tt5816682,In what year was 'Victoria & Abdul' released?
tt5816682,Can you provide a brief summary of the friendship in 'Victoria & Abdul'?
tt5816682,What is the runtime of 'Victoria & Abdul'?
tt5109784,What is the main theme explored in the movie Mother!?
tt5109784,Who directed the film Mother! and who wrote the script?
tt5109784,How does the arrival of guests affect the couple's relationship in Mother!?
tt5109784,Can you provide a brief summary of the events that take place in the movie Mother!?
tt5109784,What genres does the movie Mother! belong to?
tt1631707,What is the main premise of the movie Enter Nowhere?
tt1631707,"Who directed the film Enter Nowhere, and who wrote it?"
tt1631707,Can you tell me about the main cast of Enter Nowhere?
tt1631707,"What year was Enter Nowhere released, and what is its runtime?"
tt1631707,What are the main genres of the movie Enter Nowhere?
tt5013056,What is the main focus of the movie Dunkirk?
tt5013056,In which year was Dunkirk released?
tt5013056,Who directed the film Dunkirk?
tt5013056,How long is the runtime of Dunkirk?
tt5013056,What genres does the movie Dunkirk belong to?
tt3532216,What is the main plot of the movie 'American Made'?
tt3532216,Who directed the film and who are the main actors in it?
tt3532216,What year was 'American Made' released?
tt3532216,Can you summarize the character Barry Seal's transformation in the movie?
tt3532216,What are the genres associated with 'American Made'?
tt6622186,What is the main focus of the documentary 'Ferrari: Race to Immortality'?
tt6622186,Who directed the movie 'Ferrari: Race to Immortality'?
tt6622186,What year was 'Ferrari: Race to Immortality' released?
tt6622186,Which two British drivers are highlighted in the film?
tt6622186,What genre does 'Ferrari: Race to Immortality' belong to?
tt5814592,What is the main premise of The Party as described in the summary?
tt5814592,"Who are the main characters attending Janet's party, and what are their relationships?"
tt5814592,What genre does The Party belong to?
tt5814592,Who directed and wrote The Party?
tt5814592,How long is the runtime of The Party?
tt5390504,What significant event does the movie 'Detroit' focus on regarding the 1967 riots?
tt5390504,Who is the director of the film 'Detroit'?
tt5390504,Can you provide a brief summary of the Algiers Motel incident depicted in the movie?
tt5390504,What genres does the movie 'Detroit' belong to?
tt5390504,What is the runtime of the film 'Detroit'?
tt4649466,What is the main plot of Kingsman: The Golden Circle?
tt4649466,Who directed the movie Kingsman: The Golden Circle?
tt4649466,Which two characters or organizations join forces in the movie?
tt4649466,What are the main genres of Kingsman: The Golden Circle?
tt4649466,What is the runtime of the film and its release year?
tt4443658,"What happens to the babysitter, Ashley, during her job on this holiday night?"
tt4443658,Who are the main characters in 'Better Watch Out' and what are their roles?
tt4443658,What are the main genres that describe the movie 'Better Watch Out'?
tt4443658,Can you provide the IMDb ID for 'Better Watch Out'?
tt4443658,How long is the runtime of the movie 'Better Watch Out'?
tt4122118,What is the main character Emma Miller's secret passion that differs from her Amish lifestyle?
tt4122118,Who does Emma develop a friendship with while staying in Charm?
tt4122118,What opportunity prompts Emma to leave her home and spend the summer in Charm?
tt4122118,Can you tell me about the type of adventure Emma is seeking in her life?
tt4122118,What key decision does Emma face by the end of the movie regarding her future?
tt4685428,What is the main theme of the movie '1 Buck'?
tt4685428,Who directed '1 Buck' and who are the main cast members?
tt4685428,What is the runtime of the movie '1 Buck'?
tt4685428,In which year was the movie '1 Buck' released?
tt4685428,What genres does '1 Buck' belong to?
tt6057032,What is the central theme addressed in the movie Gook?
tt6057032,Who are the main characters in Gook and what roles do they play?
tt6057032,What significant event triggers the chaos in Gook?
tt6057032,Who directed and wrote the film Gook?
tt6057032,How long is the runtime of the movie Gook?
tt4700190,What is the main conflict faced by the high school senior in 'Wish for Christmas'?
tt4700190,Who directed the movie 'Wish for Christmas'?
tt4700190,Can you provide a summary of the plot in 'Wish for Christmas'?
tt4700190,What genre does 'Wish for Christmas' fall under?
tt4700190,Who are the lead actors in 'Wish for Christmas'?
tt4769430,What is the main plot of 'Love Finds You in Valentine'?
tt4769430,Who is the director of the movie 'Love Finds You in Valentine'?
tt4769430,What genres does 'Love Finds You in Valentine' fall under?
tt4769430,"Can you tell me about the main character, Kennedy Blaine, in the movie?"
tt4769430,What is the runtime of 'Love Finds You in Valentine'?
tt0204137,What is the main premise of the film 'Animal Factory'?
tt0204137,Who are the main actors in 'Animal Factory'?
tt0204137,What is the relationship between Ron and Earl in the movie?
tt0204137,What themes are explored in 'Animal Factory'?
tt0204137,Who directed 'Animal Factory' and what is its runtime?
tt0405676,What is the main theme explored in the movie 'All the King's Men'?
tt0405676,Can you tell me about the character Willie Stark and his political journey?
tt0405676,What is the significance of the supporting characters like Jack Burden and Sugar Boy in the story?
tt0405676,How does the plot revolve around Judge Irwin and what role does he play in Willie Stark's downfall?
tt0405676,What can you tell me about the film's adaptation from the novel by Robert Penn Warren?
tt1083448,What challenges does Jules Daly face while raising her niece and nephew?
tt1083448,What is the significance of the invitation from the English butler Paisley?
tt1083448,How does Jules's perception of the Duke of Castlebury change throughout the movie?
tt1083448,"What genre best describes 'A Princess for Christmas', and who are the main actors in it?"
tt1083448,What is the runtime of the movie and who directed it?
tt6142314,What year was Batman vs. Two-Face released?
tt6142314,Who directed the movie Batman vs. Two-Face?
tt6142314,Can you provide a brief summary of the plot of Batman vs. Two-Face?
tt6142314,Who are the main cast members in Batman vs. Two-Face?
tt6142314,What is the runtime of Batman vs. Two-Face?
tt2262315,What is the main premise of 'The Good Neighbor' involving the high school kids and the elderly neighbor?
tt2262315,Who directed the 2016 movie 'The Good Neighbor' and who wrote the script?
tt2262315,Can you provide details about the main cast members featured in 'The Good Neighbor'?
tt2262315,What is the runtime of 'The Good Neighbor' and what genres does it belong to?
tt2262315,Is there a trailer available for 'The Good Neighbor' and how can I watch it?
tt4685554,What is the central theme of The Snow Queen 3?
tt4685554,Who directed the movie The Snow Queen 3?
tt4685554,How long is the runtime of The Snow Queen 3?
tt4685554,What year was The Snow Queen 3 released?
tt4685554,Can you provide a link to the trailer for The Snow Queen 3?
tt1961175,What significant event in Mitch's life drives him to become a black ops recruit?
